"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"ClassAllocation_C1_Q1Age",-0.0343994641793502,0.0049487465627663,-6.95114686982904,3.62332386316666e-12,0.00578270676986044,-5.94867862894946,2.70315769768104e-09
"ClassAllocation_C1_Income",0.0542939860936929,0.0789147203483224,0.688008344375348,0.491447526675639,0.0832785715540175,0.651956260542676,0.514429389309847
"ClassAllocation_C1_Female_dummy",-0.310687912487808,0.160482105823735,-1.9359660748037,0.0528718561300796,0.181380240447024,-1.71290936500082,0.0867292151199499
"ClassAllocation_C1_Q3Country_England",0.224108151271297,0.249118815544507,0.899603471465843,0.368331309134767,0.270276245600161,0.829181827554451,0.407001526378575
"ClassAllocation_C1_CE_Debrief_Certain_scaled",-0.168544352658827,0.0983228584131519,-1.71419296976299,0.0864932916204293,0.110166578662674,-1.52990457455254,0.126040350891432
"ClassAllocation_C1_CE_Debrief_Confident_scaled",0.122712655249933,0.0995431424162157,1.232758503211,0.217665877601016,0.11917230649891,1.02970781429875,0.303147186227441
"ClassAllocation_C1_Q43_Citizen",-1.32337733271784,0.279311822870526,-4.73799253865199,2.15845757689515e-06,0.306480497290155,-4.31798220251827,1.57462123897556e-05
"ClassAllocation_C1_AlwaysZero",-1.7252596180321,0.339228804232792,-5.08582878725169,3.66024140330268e-07,0.394349317985348,-4.37495271158603,1.21458805497632e-05
"ClassAllocation_C2_Q1Age",0.00192255600311942,0.00492603622259578,0.390284585058598,0.696326120659209,0.00629661170288641,0.305331834617991,0.760113432300873
"ClassAllocation_C2_Income",-0.0276644535443383,0.0815092425296517,-0.339402657732642,0.734306416709021,0.0855971411709035,-0.323193662380656,0.746548580271864
"ClassAllocation_C2_Female_dummy",0.477402120051593,0.160059019572665,2.98266302846406,0.00285752416139529,0.176701957948029,2.70173644704042,0.00689784152754713
"ClassAllocation_C2_Q3Country_England",-0.31124809297648,0.220115093256681,-1.41402431051617,0.157354764697484,0.237630096827091,-1.30980080861961,0.190263229536148
"ClassAllocation_C2_CE_Debrief_Certain_scaled",0.133063846997962,0.0978191539238001,1.36030461990723,0.173733547018765,0.111627526008676,1.19203436424471,0.233247771123066
"ClassAllocation_C2_CE_Debrief_Confident_scaled",-0.299424066966424,0.0914555423376215,-3.27398492549589,0.0010604226817994,0.112615344145038,-2.65882122227318,0.00784145602543918
"ClassAllocation_C2_Q43_Citizen",0.292393713879162,0.394511722452692,0.741153423937168,0.458600420157944,0.521392772770717,0.560793568973658,0.574938271297661
"ClassAllocation_C2_AlwaysZero",-0.666349621943379,0.389374059741224,-1.71133542482576,0.0870192104208813,0.461948415589474,-1.44247625807543,0.149168064609994
